W,total_columns,coverage,MAE,Bias,Std,CI95_lower,CI95_upper,MaxAbsError,image,threshold
2560,2560,1.0,1108.500390625,1108.500390625,220.0468208371462,1099.972361639053,1117.028419610947,1686.0,2181_1_3 (5),0.05
2560,2560,1.0,1376.3859375,1376.3859375,118.36789123887615,1371.798528312945,1380.9733466870548,1602.0,2181_2_1 (4),0.05
2560,2560,1.0,1160.525,1160.525,160.56232563781674,1154.3023235628625,1166.7476764371377,1489.0,2181_3_1 (3),0.05
2560,2560,1.0,1260.727734375,1260.727734375,149.43237295803752,1254.936405042557,1266.519063707443,1587.0,2181_3_2 (2),0.05
2560,2560,1.0,1271.5890625,1271.5890625,182.68091205340403,1264.5091687426452,1278.6689562573547,1564.0,2181_3_2 (4),0.05
2560,2560,1.0,1231.310546875,1231.310546875,151.0629242369837,1225.4560246797062,1237.1650690702938,1641.0,2181_3_3 (1),0.05
2559,2560,0.999609375,1237.1602188354825,1237.1602188354825,187.2832688609982,1229.900538958992,1244.419898711973,1704.0,2303_01 (4),0.05
2559,2560,0.999609375,927.7557639703009,927.7557639703009,208.86384485833733,919.6595540917244,935.8519738488774,1429.0,2303_02 (8),0.05
2560,2560,1.0,1247.360546875,1247.360546875,192.7371467656162,1239.8909185112147,1254.8301752387852,1681.0,2303_04 (3),0.05
2560,2560,1.0,1056.102734375,1056.102734375,156.05409075774716,1050.0547769253324,1062.1506918246675,1486.0,2303_05 (4),0.05
2560,2560,1.0,1309.031640625,1309.031640625,198.5484649686975,1301.3367916018392,1316.7264896481606,1682.0,2303_06 (2),0.05
2560,2560,1.0,1338.982421875,1338.982421875,122.60140463835768,1334.2309406743352,1343.7339030756648,1597.0,2303_06 (4),0.05
2560,2560,1.0,1008.534765625,1008.534765625,141.00202025865457,1003.0701589959734,1013.9993722540265,1345.0,2303_08 (2),0.05
2560,2560,1.0,1049.4,1049.4,142.35382718461446,1043.883003390495,1054.916996609505,1397.0,2303_08 (5),0.05
2560,2560,1.0,908.144140625,908.144140625,141.73576708717357,902.6510972560189,913.637183993981,1275.0,2303_10 (5),0.05
2560,2560,1.0,1330.11171875,1330.11171875,155.0835043988577,1324.1013768794646,1336.1220606205352,1591.0,2303_12 (1),0.05
2423,2560,0.946484375,1032.983491539414,1032.983491539414,154.26577297530616,1026.8379798471879,1039.1290032316401,1432.0,2303_12 (3),0.05
2560,2560,1.0,1085.098046875,1085.098046875,188.02891572776628,1077.810888453796,1092.3852052962038,1477.0,2303_14 (2),0.05
2560,2560,1.0,1145.07421875,1145.07421875,153.93224340649147,1139.1084945979844,1151.0399429020156,1556.0,2303_14 (3),0.05
2560,2560,1.0,1309.784375,1309.784375,116.9941515072824,1305.2502058107127,1314.3185441892872,1555.0,2303_14 (5),0.05
2560,2560,1.0,1084.984375,1084.984375,172.79138912550093,1078.2877548471695,1091.6809951528305,1506.0,2303_18 (2),0.05
